Name of Restaurant,Location,Cuisine,Top Dishes,PRICE,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Shri Balaajee Bhavan,Anna Nagar East,"['South Indian', ' North Indian']","['Filtered Coffee', ' Vada Curry', ' Thali', ' Pongal', ' Ghee Dosa', ' Fried Rice', ' Panneer Butter Masala']",250.0,4.3,776,4.2,20900,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Catering Available']"
Shri Balaajee Bhavan,T. Nagar,"['South Indian', ' North Indian']","['Pongal', ' Panneer Butter Masala', ' Paneer Pulao', ' Filtered Coffee', ' Vada', ' Paneer Tikka Masala', ' Butter Naan']",250.0,4.2,375,3.8,95,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Catering Available']"
Shri Balaajee Bhavan,Mogappair,"['South Indian', ' North Indian', ' Beverages']",['Naan'],200.0,4.0,377,4.1,13500,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Shri Balaajee Bhavan,Potheri,"['South Indian', ' North Indian']","['Coffee', ' Paper Dosa', ' Onion Uttapam']",250.0,4.1,187,4.1,651,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Shri Balaajee Bhavan,Ambattur,"['South Indian', ' North Indian']",Not Mentioned,250.0,3.8,153,4.0,808,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Shri Balaajee Bhavan,Saidapet,"['South Indian', ' North Indian']","['Filtered Coffee', ' Vada Curry', ' Vada Sambar']",150.0,3.8,108,3.9,4896,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Buhari,Triplicane,"['North Indian', ' Chinese', ' Seafood', ' Biryani']","['Chicken 65', ' Tea', ' Faluda', ' Mutton Samosa', ' Chicken Biryani', ' Butter Naan', ' Butter Chicken']",400.0,3.8,549,0.0,0,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Table reservation required']"
Buhari,Velachery,"['Biryani', ' Arabian', ' North Indian', ' Chinese']","['Chicken Biryani', ' Chicken 65', ' Mutton Biryani', ' Chicken Soup', ' Naan', ' Jamali Chicken', ' Paratha']",425.0,2.6,888,4.0,4163,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Buffet']"
Buhari,Anna Nagar East,"['Biryani', ' Arabian', ' North Indian', ' Chinese']","['Biryani', ' Faluda', ' Naan', ' Chicken 65', ' Panneer Butter Masala', ' Butter Chicken', ' Brinjal Gravy']",425.0,4.1,641,4.0,323,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Buhari,T. Nagar,"['Biryani', ' Arabian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']","['Mutton Biryani', ' Chicken Biryani', ' Mutton Paya', ' Tandoori Chicken', ' Egg Fried Rice', ' Dum Biryani', ' Mutton Leg Soup']",400.0,3.9,464,4.0,1061,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Buhari,Ashok Nagar,"['Biryani', ' Arabian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']","['Chicken 65', ' Paratha', ' Mutton Biryani', ' Chicken Grill', ' Faluda', ' Chicken Biryani', ' Tandoori Chicken']",400.0,3.4,336,4.2,1268,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Buhari,Mogappair,"['Biryani', ' North Indian', ' Chinese']","['Faluda', ' Mutton Biryani', ' Mutton Paya', ' Paratha', ' Butter Naan', ' Mutton Fry', ' Prawn']",500.0,2.4,372,4.2,2565,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table reservation required']"
Buhari,Adyar,"['Arabian', ' North Indian', ' Chinese']","['Chicken 65', ' Paratha', ' Chicken Biryani', ' Paya', ' Mutton Samosa', ' Dragon Chicken', ' Kothu Parotta']",400.0,3.7,294,4.0,775,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Buhari,Kanchipuram District,"['Biryani', ' Arabian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']","['Chicken 65', ' Chicken Lollipop', ' Barbeque Chicken', ' Naan', ' Paya', ' Chicken Biryani', ' Chicken Grill']",400.0,2.9,231,4.0,474,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Buhari,Purasavakkam,"['Biryani', ' North Indian', ' Chinese', ' Fast Food']","['Tea', ' Chicken Lollipop']",300.0,2.4,174,3.9,731,"['Home Delivery', 'Free Parking', 'Table reservation required', 'Indoor Seating']"
Buhari,Thuraipakkam,"['Biryani', ' Arabian', ' North Indian', ' Seafood']","['Chicken 65', ' Fish', ' Tandoori Chicken', ' Lamb', ' Naan', ' Mutton Samosa', ' Noodle']",425.0,2.6,188,3.7,1360,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Buhari,Kanathur,"['Biryani', ' Arabian', ' North Indian', ' Chinese']","['Biryani', ' Butter Naan', ' Faluda', ' Chicken 65']",425.0,2.3,93,3.4,312,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Table Reservation Not Required']"
Buhari,GST Road,"['Biryani', ' Arabian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']",['Chicken 65'],400.0,2.6,71,3.9,562,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Buhari,Poonamalle,"['North Indian', ' Chinese', ' Seafood', ' Biryani']",Not Mentioned,400.0,3.0,81,3.9,502,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']"
Buhari,Kilpauk,"['North Indian', ' Chinese']",Not Mentioned,500.0,2.8,50,0.0,0,"['Home Delivery', 'Indoor Seating']"
Buhari,Medavakkam,"['Biryani', ' Arabian', ' North Indian', ' Chinese']",['Tandoori Chicken'],425.0,2.6,47,3.7,704,"['Home Delivery', 'Indoor Seating']"
Buhari,Kolathur,"['Biryani', ' Arabian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']",Not Mentioned,400.0,3.2,18,3.9,105,"['Home Delivery', 'Indoor Seating']"
Buhari,Nandanam,"['North Indian', ' Chinese', ' Seafood', ' Biryani']",Not Mentioned,400.0,0.0,0,3.8,117,"['Home Delivery', 'Indoor Seating']"
Buhari,Medavakkam,"['Biryani', ' Chinese', ' North Indian', ' Arabian']",Not Mentioned,425.0,0.0,0,3.3,205,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Buhari,Santhome,"['Biryani', ' Arabian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']",Not Mentioned,400.0,2.0,4,3.8,40,"['Home Delivery', 'Indoor Seating']"
Domino's Pizza,Ashok Nagar,"['Pizza', ' Fast Food']","['Pizza', ' Stuffed Garlic Bread', ' Butterscotch Mousse', ' Chocolava Cake', ' Pasta', ' Veggie Paradise']",200.0,3.8,490,4.3,5202,"['Home Delivery', 'Indoor Seating', 'Free Parking', 'Catering Available']"
Domino's Pizza,Royapuram,"['Pizza', ' Fast Food']","['Garlic Bread', ' Chicken Wings', ' Pizza Burger', ' Chocolava Cake']",200.0,3.9,603,3.8,4579,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Perambur,"['Pizza', ' Fast Food']","['Pizza', ' Chocolava Cake', ' Garlic Bread']",200.0,4.0,604,4.4,5283,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Thuraipakkam,"['Pizza', ' Fast Food']","['Peppy Paneer', ' Spicy Chicken', ' Mousse', ' Garlic Bread', ' Chocolava Cake', ' Cheese Burst Pizza']",200.0,3.8,895,4.3,11,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Velachery,"['Pizza', ' Fast Food']","['Thin Crust Pizza', ' Garlic Bread', ' Pizza Burger']",200.0,3.3,537,4.2,6450,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Rooftop', 'Catering Available']"
Domino's Pizza,Anna Nagar East,"['Pizza', ' Fast Food']","['Garlic Bread', ' Pasta', ' Mexican Tacos', ' Peppy Paneer', ' Veggie Pizza', ' Margarita', ' Supreme Pizza']",200.0,3.7,544,4.2,6082,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Kanchipuram District,"['Pizza', ' Fast Food']","['Deluxe Veggie Pizza', ' Lava Cake']",200.0,3.2,754,4.1,8647,"['Home Delivery', 'Indoor Seating']"
Domino's Pizza,Thiruvanmiyur,"['Pizza', ' Fast Food']","['Pizza', ' Cheese Burst Crust']",200.0,3.7,353,4.4,5972,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Ambattur,"['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread']",200.0,4.1,488,4.3,4696,"['Home Delivery', 'Indoor Seating']"
Domino's Pizza,Purasavakkam,"['Pizza', ' Fast Food']","['Garlic Bread', ' Peppy Paneer', ' Cheese Burst Pizza', ' Chocolava Cake', ' Lava Cake']",200.0,3.5,497,4.2,6820,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Chromepet,"['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread', ' Barbeque Chicken']",200.0,4.0,542,4.5,5788,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,Padur,"['Pizza', ' Fast Food']",['Pizza'],200.0,3.9,586,3.9,6922,"['Home Delivery', 'Free Parking', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Tambaram,"['Pizza', ' Fast Food']","['Lava Cake', ' Stuffed Garlic Bread', ' Chicken Pizza']",200.0,3.9,533,4.3,4514,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Nanganallur,"['Pizza', ' Fast Food']","['Garlic Bread', ' Pizza Burger', ' Burgers', ' Cheese Burst Pizza', ' Lava Cake']",200.0,3.8,365,4.1,4303,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Adyar,"['Pizza', ' Fast Food']","['Chocolava Cake', ' Pizza Burger', ' Mexican Tacos', ' White Pasta']",200.0,3.7,404,4.5,4536,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,Pallavaram,"['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread']",200.0,4.0,400,4.1,4384,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,Mylapore,"['Pizza', ' Fast Food']","['Pasta', ' Garlic Bread', ' Chocolava', ' Cheese Burst Pizza']",200.0,3.4,295,4.4,4141,"['Home Delivery', 'Free Parking', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Selaiyur,"['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread']",200.0,3.5,352,4.0,3989,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Free Parking']"
Domino's Pizza,Egmore,"['Pizza', ' Fast Food']","['Peppy Paneer', ' Chocolava', ' Pizza Burger', ' Garlic Bread', ' Lava Cake']",200.0,3.8,351,4.3,4955,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,GST Road,"['Pizza', ' Fast Food']","['Pizza', ' Lava Cake']",200.0,3.9,491,4.3,6572,"['Home Delivery', 'Indoor Seating']"
Domino's Pizza,Navallur,"['Pizza', ' Fast Food']","['Chocolava Cake', ' Pasta', ' Pizza Burger', ' Veggie Pizza', ' Lava Cake']",200.0,2.6,468,3.9,5684,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Poonamalle,"['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread']",200.0,3.9,348,4.2,6163,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Valasaravakkam,"['Pizza', ' Fast Food']","['Garlic Bread', ' Cheesy Pizza', ' Chocolava Cake', ' Spicy Triple Tango', ' Farm Pizza', ' Lava Cake']",200.0,3.9,356,4.0,4415,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Free Parking']"
Domino's Pizza,T. Nagar,"['Pizza', ' Fast Food']","['Pizza', ' Peppy Paneer', ' Pasta', ' Stuffed Garlic Bread', ' Chocolava', ' Bbq Chicken']",200.0,3.9,321,4.3,4221,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Perungudi,"['Pizza', ' Fast Food']","['Chocolava Cake', ' Chicken Meatballs', ' Lava Cake', ' Pizza Burger']",200.0,3.9,382,4.5,4865,"['Home Delivery', 'Catering Available', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Mogappair,"['Pizza', ' Fast Food']","['Pizza', ' Pasta', ' Cheesy Garlic Bread', ' Veg Supreme']",200.0,3.1,363,4.3,4429,"['Home Delivery', 'Catering Available', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Saidapet,"['Pizza', ' Fast Food']","['Chicken Pizza', ' Garlic Bread']",200.0,3.7,310,4.3,4847,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,K.K. Nagar,"['Pizza', ' Fast Food']","['Pizza Burger', ' Calzone Pockets', ' Garlic Bread', ' Chocolava Cake']",200.0,3.6,323,4.3,3678,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Aminijikarai,"['Pizza', ' Fast Food']","['Pizza', ' Stuffed Garlic Bread', ' Chicken Fiesta']",200.0,3.5,308,4.4,5714,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,"DLF IT Park, Ramapuram","['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread']",200.0,2.7,384,3.8,3990,"['Home Delivery', 'Restricted Entry', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Nungambakkam,"['Pizza', ' Fast Food']","['Chocolava Cake', ' Stuffed Garlic Bread', ' Cheesy Pizza', ' Garlic Bread Stick']",200.0,3.7,292,4.3,4176,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Kodambakkam,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.8,272,4.4,3614,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Maduravoyal,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.9,286,4.1,4674,"['Home Delivery', 'Free Parking', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Medavakkam,"['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread']",200.0,2.8,259,4.0,4291,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Mandaveli,"['Pizza', ' Fast Food']","['Pizza Burger', ' Peppy Paneer', ' Cheesy Pizza']",200.0,2.9,262,3.9,3059,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Free Parking']"
Domino's Pizza,Triplicane,"['Pizza', ' Fast Food']",['Pizza'],200.0,3.6,251,4.5,3683,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,"Forum Vijaya Mall, Vadapalani","['Pizza', ' Fast Food']","['Paneer Pizza', ' Pizza Burger', ' Barbeque Chicken Pizza', ' Garlic Bread', ' Margarita']",200.0,3.7,290,4.0,3138,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Medavakkam,"['Pizza', ' Fast Food']","['Chocolava Cake', ' Pizza Burger', ' Stuffed Garlic Bread']",200.0,3.4,251,4.4,3343,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Avadi,"['Pizza', ' Fast Food']",Not Mentioned,200.0,4.0,248,4.3,766,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,"Phoenix Market City, Velachery","['Pizza', ' Fast Food']","['Pizza Burger', ' Garlic Bread', ' Paneer Pizza', ' Chocolava Cake', ' Pasta', ' Veggie Pizza']",200.0,2.8,174,0.0,0,"['Wheelchair Accessible', 'Mall Parking', 'Rooftop', 'Indoor Seating']"
Domino's Pizza,Teynampet,"['Pizza', ' Fast Food']","['Pizza', ' Wings']",200.0,3.3,223,4.3,3154,"['Home Delivery', 'Indoor Seating', 'Free Parking', 'Catering Available']"
Domino's Pizza,Old Mahabalipuram Road (OMR),"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.7,218,4.1,3746,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,Anna Nagar East,"['Pizza', ' Fast Food']",['Pizza'],200.0,3.8,202,4.2,3477,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Poonamalle,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.7,225,4.5,2057,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,"Ascendas IT Park, Taramani","['Pizza', ' Fast Food']",['Pizza'],200.0,2.6,194,3.8,2518,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Vettuvankeni,"['Pizza', ' Fast Food']","['Veggie Pizza', ' Garlic Bread', ' Pizza Burger']",200.0,3.4,192,3.9,2904,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Kanchipuram District,"['Pizza', ' Fast Food']","['Chicken Dominator', ' Margherita Pizza']",200.0,3.7,177,4.1,2540,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,Medavakkam,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.2,173,3.7,2880,"['Home Delivery', 'Indoor Seating']"
Domino's Pizza,Porur,"['Pizza', ' Fast Food']","['Pizza', ' Chocolava Cake', ' Garlic Bread']",200.0,3.4,144,4.6,2025,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Kanchipuram District,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.7,148,4.0,1792,"['Home Delivery', 'Indoor Seating']"
Domino's Pizza,Pallikaranai,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.8,141,4.4,2282,"['Home Delivery', 'Indoor Seating']"
Domino's Pizza,Porur,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.8,136,0.0,0,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Free Parking']"
Domino's Pizza,"Express Avenue Mall,Royapettah","['Pizza', ' Fast Food']","['Corn Pizza', ' Garlic Bread']",200.0,3.3,91,0.0,0,"['Mall Parking', 'Indoor Seating']"
Domino's Pizza,"Ampa Skywalk Mall, Aminijikarai","['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread']",200.0,3.0,89,0.0,0,"['Mall Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Washermenpet,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.8,108,0.0,0,"['Home Delivery', 'Indoor Seating']"
Domino's Pizza,Kolathur,"['Pizza', ' Fast Food']",Not Mentioned,200.0,2.8,64,3.9,943,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Domino's Pizza,Mogappair,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.6,55,4.3,2642,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,"Mahindra World City, Chengalpattu","['Pizza', ' Fast Food']",Not Mentioned,200.0,2.9,73,3.4,174,"['Home Delivery', 'Restricted Entry', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Adambakkam,"['Pizza', ' Fast Food']",Not Mentioned,200.0,2.9,35,4.4,678,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,Porur,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.3,64,4.3,781,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Domino's Pizza,"Mayajaal Multiplex, Kanathur","['Pizza', ' Fast Food']",Not Mentioned,200.0,3.6,43,4.2,904,"['Home Delivery', 'Mall Parking', 'Indoor Seating']"
Domino's Pizza,Sholinganallur,"['Pizza', ' Fast Food']",Not Mentioned,200.0,2.9,25,4.1,1764,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Washermenpet,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.5,17,4.3,843,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Domino's Pizza,Nungambakkam,"['Pizza', ' Fast Food']",Not Mentioned,200.0,3.2,19,3.9,690,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Free Parking']"
Domino's Pizza,"RMZ Millenia Business Park, Old Mahabalipuram Road (OMR)","['Pizza', ' Fast Food']",Not Mentioned,200.0,3.1,9,3.5,112,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Shree Mithai,Anna Nagar East,"['Mithai', ' Street Food', ' Fast Food']","['Chaat', ' Thali', ' Panipuri', ' Badam Milk', ' Rasmalai', ' Chole Bhature', ' Butter Naan']",150.0,4.4,1267,4.2,18700,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']"
Shree Mithai,Nungambakkam,"['Mithai', ' Street Food', ' Fast Food']","['Chaat', ' Badam Milk', ' Bhel Puri', ' Chole Bhature', ' Pav Bhaji', ' Rasmalai', ' Panipuri']",150.0,4.3,378,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']"
Shree Mithai,"Spencer Plaza Mall, Thousand Lights","['Mithai', ' Street Food', ' Fast Food', ' Desserts']","['Pav Bhaji', ' Chaat', ' Badam Milk', ' Panipuri', ' Dhokla', ' Bhel Puri', ' Sandwich']",100.0,4.1,211,0.0,0,"['Vegetarian Only', 'Mall Parking', 'Serves Jain Food', 'Indoor Seating', 'Desserts and Bakes', 'Self Service']"
Shree Mithai,Adyar,"['Mithai', ' Street Food', ' Fast Food']","['Chaat', ' Chole Bhature', ' Sandwich', ' Farm Pizza', ' Chinese Bhel', ' Vada Pav']",150.0,4.1,198,4.3,4796,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Desserts and Bakes']"
Orange Wok,Velachery,"['Asian', ' Chinese', ' Thai', ' Malaysian']","['Noodle', ' Dragon Chicken', ' Brownie', ' Chilli Garlic Fried Rice', ' Mee Goreng', ' Paneer Satay', ' Dumplings']",500.0,4.4,1302,3.9,9798,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Sports TV', 'Table booking recommended']"
Orange Wok,Thuraipakkam,"['Malaysian', ' Chinese', ' Asian', ' Thai', ' Beverages', ' Momos']","['Noodle', ' Dragon Chicken', ' Bubble Tea', ' Veg Starter', ' Pineapple Soup', ' Fish', ' Brownie']",500.0,4.3,504,3.3,7082,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']"
Orange Wok,Egatoor,"['Chinese', ' Asian', ' Thai']",Not Mentioned,500.0,3.8,93,3.9,610,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']"
Orange Wok,"Express Avenue Mall,Royapettah","['Chinese', ' Asian', ' Thai']",Not Mentioned,500.0,3.4,45,3.8,412,"['Home Delivery', 'Mall Parking', 'Indoor Seating']"
Orange Wok,Tambaram,"['Asian', ' Chinese', ' Thai', ' Malaysian']",Not Mentioned,500.0,3.1,25,4.1,549,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Sports TV']"
Copper Kitchen,Porur,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']","['Faluda', ' Bbq Chicken', ' Brownie', ' Biryani', ' Shawarma', ' Pasta', ' Crab Soup']",500.0,4.3,5073,3.9,26800,"['Home Delivery', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Catering Available', 'Wifi', 'Buffet', 'Valet Parking Available']"
Copper Kitchen,Kotturpuram,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']","['Brownie', ' Faluda', ' Biryani', ' Bbq Chicken', ' Shawarma', ' Sea Food', ' Fish']",500.0,4.3,1739,3.7,8659,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Catering Available', 'Wifi']"
Copper Kitchen,Velachery,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']","['Biryani', ' Faluda', ' Tandoori Chicken', ' Paratha', ' Gongura Chicken', ' Mutton Chukka', ' Bbq Chicken']",500.0,4.3,814,3.6,4673,"['Home Delivery', 'Lunch Menu', 'Valet Parking Available', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Available for Functions', 'Catering Available', 'Wifi']"
Copper Kitchen,Chromepet,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']",Not Mentioned,500.0,4.2,298,3.9,296,"['Home Delivery', 'Wifi', 'Buffet', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Catering Available', 'Valet Parking Available']"
Paradise Biryani,Perungudi,"['Biryani', ' North Indian', ' Chinese']","['Hyderabadi Biryani', ' Mutton Biryani', ' Mutton Seekh Kebab', ' Chicken Biryani', ' Butter Chicken', ' Chilli Prawns', ' Lassi']",400.0,4.2,5317,3.9,18200,"['Home Delivery', 'Indoor Seating']"
Paradise Biryani,Porur,"['Biryani', ' North Indian', ' Chinese']","['Mutton Biryani', ' Mutton Samosa', ' Hyderabadi Biryani', ' Roti', ' Tandoori Chicken', ' Vegetable Biryani', ' Paneer Tikka']",400.0,4.2,2113,3.8,7940,"['Home Delivery', 'Indoor Seating']"
Paradise Biryani,Poonamalle,"['Biryani', ' North Indian', ' Chinese']","['Irani Chai', ' Mutton Biryani', ' Samosa', ' Raita', ' Carrot Halwa', ' Murg Reshmi Kabab', ' Chicken Tikka']",400.0,4.1,293,3.7,2009,"['Home Delivery', 'Indoor Seating']"
Paradise Biryani,Sholinganallur,"['Biryani', ' North Indian']",['Chicken Biryani'],275.0,2.9,62,3.8,2165,"['Home Delivery', 'Indoor Seating']"
Paradise Biryani,Mogappair,"['Biryani', ' North Indian', ' Chinese']",Not Mentioned,400.0,3.6,81,3.6,2178,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Paradise Biryani,T. Nagar,"['Biryani', ' North Indian', ' Chinese']",Not Mentioned,400.0,3.1,47,3.6,483,"['Home Delivery', 'Indoor Seating']"
Paradise Biryani,Porur,"['Biryani', ' North Indian', ' Chinese']",Not Mentioned,400.0,2.0,4,0.0,0,"['Home Delivery', 'Indoor Seating']"
Palmshore,Medavakkam,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Mutton Mandi', ' Biryani', ' Brownie', ' Bbq Fish', ' Bbq Chicken', ' Prawn', ' Faluda']",500.0,4.5,1942,3.8,4379,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Card Upon Delivery', 'Catering Available', 'Outdoor Seating', 'Table booking for Groups', 'Available for Functions', 'Buffet']"
Palmshore,Ramapuram,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Fish', ' Brownie', ' Faluda', ' Murgh Platter', ' Prawn', ' Barbeque Chicken', ' Biryani']",500.0,4.4,4805,4.1,17300,"['Home Delivery', 'Valet Parking Available', 'Table booking for Groups', 'Available for Functions', 'Catering Available', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted']"
Palmshore,Santhome,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Biryani', ' Faluda', ' Sea Food', ' Bbq Chicken', ' Mutton Mandi', ' Fish', ' Pepper Chicken']",500.0,4.3,3056,4.1,11100,"['Home Delivery', 'Card Upon Delivery', 'Buffet', 'Table booking for Groups', 'Valet Parking Available', 'Table booking recommended', 'Catering Available', 'Outdoor Seating', 'Available for Functions', 'Indoor Seating', 'Bulk Orders Accepted']"
